评论,地区,日期,点赞,情绪
明明是宝贝自带氛围感的！ ！,福建,Tue Nov 15 12:20:36 +0800 2022,1,happiness
程程好久不见,辽宁,Tue Nov 15 11:50:42 +0800 2022,1,disgust
氛围感明明是丁程鑫给的[我喜欢],山东,Tue Nov 15 11:14:13 +0800 2022,1,like
中午好啊丁哥,浙江,Tue Nov 15 11:09:26 +0800 2022,1,like
中午好,山东,Tue Nov 15 11:07:31 +0800 2022,1,like
这下颌线,河北,Tue Nov 15 10:53:05 +0800 2022,1,surprise
早上好,江西,Tue Nov 15 10:04:29 +0800 2022,1,happiness
是你高挺的鼻梁给的,北京,Tue Nov 15 09:43:59 +0800 2022,1,like
啊啊啊啊啊早上好,上海,Tue Nov 15 09:29:40 +0800 2022,1,happiness
早安,广东,Tue Nov 15 09:03:45 +0800 2022,1,happiness
早早早宝贝,北京,Tue Nov 15 09:01:55 +0800 2022,1,happiness
丁哥早上好,福建,Tue Nov 15 08:49:55 +0800 2022,1,happiness
老公你怎么这么帅,四川,Tue Nov 15 08:32:55 +0800 2022,1,like
早安宝贝,北京,Tue Nov 15 08:16:55 +0800 2022,1,happiness
阿程该穿袄子了，不要穿破洞裤了啦,四川,Tue Nov 15 08:13:11 +0800 2022,1,sadness
宝贝早上好👋,重庆,Tue Nov 15 08:11:19 +0800 2022,1,happiness
宝贝早上好,云南,Tue Nov 15 08:08:48 +0800 2022,1,like
恋爱感是你给的,辽宁,Tue Nov 15 08:08:30 +0800 2022,1,like
宝宝怎么这么漂亮啊,山东,Tue Nov 15 07:55:25 +0800 2022,1,surprise
放心吧，新的丁程鑫，梦想也不会变旧。 ,辽宁,Tue Nov 15 07:51:17 +0800 2022,1,like
ᵀʰᵒˢᵉ ʷʰᵒ ˢʰᵒᵘˡᵈ ᵐᵉᵉᵗ ʷⁱˡˡ ᵐᵉᵉᵗ ᵒⁿᵉ ᵈᵃʸ. 该相见的人总有一天会相见的。  ,辽宁,Tue Nov 15 07:46:54 +0800 2022,1,anger
宝宝好帅啊,马来西亚,Tue Nov 15 07:31:19 +0800 2022,1,like
啊啊啊大帅锅,湖北,Tue Nov 15 07:26:39 +0800 2022,1,like
宝贝早上好,浙江,Tue Nov 15 07:14:37 +0800 2022,1,like
宝宝好帅,重庆,Tue Nov 15 07:13:09 +0800 2022,1,like
早安丁哥,河南,Tue Nov 15 07:07:18 +0800 2022,1,happiness
哇哦,江西,Tue Nov 15 06:54:26 +0800 2022,1,happiness
宝贝好啊！,浙江,Tue Nov 15 06:48:08 +0800 2022,1,happiness
谁的老公这么帅呀,江苏,Tue Nov 15 06:35:48 +0800 2022,1,like
什么呀 氛围感帅哥自带,江苏,Tue Nov 15 06:10:40 +0800 2022,1,happiness
别以为我不知道，这氛围感明明就是你自带的,江苏,Tue Nov 15 06:09:02 +0800 2022,1,sadness
宝贝晚安,四川,Tue Nov 15 02:48:54 +0800 2022,1,happiness
可能你长的帅吧,四川,Tue Nov 15 02:37:36 +0800 2022,1,like
我的天啊，我的宝怎么能那么那么好看,广东,Tue Nov 15 01:22:29 +0800 2022,1,sadness
啊啊啊啊宝贝宝贝宝贝,广东,Tue Nov 15 01:17:51 +0800 2022,1,like
今日的好心情是甜鑫儿给的！🥰🥰,海南,Tue Nov 15 00:58:10 +0800 2022,1,happiness
好梦,重庆,Tue Nov 15 00:56:10 +0800 2022,1,fear
晚安宝宝,重庆,Tue Nov 15 00:56:06 +0800 2022,1,happiness
丁丁,浙江,Tue Nov 15 00:53:55 +0800 2022,1,like
宝贝,安徽,Tue Nov 15 00:37:04 +0800 2022,1,like
宝贝晚安,云南,Tue Nov 15 00:37:03 +0800 2022,1,happiness
丁程鑫晚安,河北,Tue Nov 15 00:19:47 +0800 2022,2,like
丁程鑫,河北,Tue Nov 15 00:19:27 +0800 2022,2,like
【11.15,江苏,Tue Nov 15 00:18:16 +0800 2022,2,anger
晚安💤好梦,广东,Tue Nov 15 00:14:57 +0800 2022,1,happiness
啊啊啊宝宝,江西,Tue Nov 15 00:14:48 +0800 2022,1,surprise
啊啊啊，丁哥好帅！！,湖南,Tue Nov 15 00:04:17 +0800 2022,1,like
不！氛围感是帅哥自带的,广东,Tue Nov 15 00:01:20 +0800 2022,1,happiness
不浪费每一次妆发,广东,Tue Nov 15 00:00:17 +0800 2022,1,anger
啊啊啊啊啊啊老公，我刚刚结束网课，本来很累的，看到你有满血复活，还可以继续写作业,重庆,Mon Nov 14 23:58:34 +0800 2022,1,sadness
帅哥,吉林,Mon Nov 14 23:58:30 +0800 2022,1,like
最近忙工作，忙着赚💰生活,广东,Mon Nov 14 23:58:10 +0800 2022,1,happiness
阿程,江苏,Mon Nov 14 23:55:48 +0800 2022,1,surprise
晚安,浙江,Mon Nov 14 23:55:32 +0800 2022,1,happiness
是脸蛋给的！,广东,Mon Nov 14 23:50:50 +0800 2022,1,anger
宝贝,河南,Mon Nov 14 23:50:45 +0800 2022,1,like
哥哥怎么又帅了,江苏,Mon Nov 14 23:50:32 +0800 2022,1,surprise
宝宝多发图，我爱看！,北京,Mon Nov 14 23:50:20 +0800 2022,1,like
晚安宝贝,四川,Mon Nov 14 23:44:22 +0800 2022,1,happiness
破洞裤里穿秋裤了吗,黑龙江,Mon Nov 14 23:41:16 +0800 2022,1,sadness
哇哇哇大帅哥,四川,Mon Nov 14 23:41:09 +0800 2022,1,like
丁哥！,广东,Mon Nov 14 23:34:45 +0800 2022,1,like
老公是脸蛋天才吧,辽宁,Mon Nov 14 23:34:28 +0800 2022,1,anger
我怎么感觉氛围感是你自己给的,广东,Mon Nov 14 23:32:19 +0800 2022,1,sadness
么么么,安徽,Mon Nov 14 23:25:54 +0800 2022,1,disgust
是程宝自己给的,四川,Mon Nov 14 23:25:14 +0800 2022,1,anger
丁哥好帅,浙江,Mon Nov 14 23:18:41 +0800 2022,1,like
啊啊啊啊啊,福建,Mon Nov 14 23:18:40 +0800 2022,1,anger
暖暖的感觉,黑龙江,Mon Nov 14 23:14:08 +0800 2022,1,happiness
沙发还能塞下我,广东,Mon Nov 14 23:12:41 +0800 2022,1,sadness
练手中,广东,Mon Nov 14 23:12:07 +0800 2022,1,surprise
啊啊啊啊啊啊啊啊啊,陕西,Mon Nov 14 23:11:18 +0800 2022,1,anger
穿秋裤,河南,Mon Nov 14 23:11:12 +0800 2022,1,happiness
好帅呀宝贝,江西,Mon Nov 14 23:10:46 +0800 2022,1,like
我的鑫鑫宝贝,广东,Mon Nov 14 23:10:22 +0800 2022,1,like
这么帅的阿程可以当我对象吗,海南,Mon Nov 14 23:07:03 +0800 2022,1,surprise
还有你！,北京,Mon Nov 14 23:03:40 +0800 2022,1,anger
宝宝是不是染发了！,福建,Mon Nov 14 23:03:08 +0800 2022,1,anger
要不你挪挪位儿 我去你旁边坐一下 不然我不承认沙发有氛围感,湖北,Mon Nov 14 23:01:19 +0800 2022,1,happiness
是你给的,广东,Mon Nov 14 22:57:24 +0800 2022,1,anger
宝宝,广东,Mon Nov 14 22:57:13 +0800 2022,1,surprise
是你的给的,辽宁,Mon Nov 14 22:53:37 +0800 2022,1,anger
宝帅帅,山西,Mon Nov 14 22:51:01 +0800 2022,1,like
宝贝好好看,辽宁,Mon Nov 14 22:50:55 +0800 2022,1,like
鑫鑫宝贝好呀！很开心看见你的纪录片！我们都在自己的领域好好努力！听见你说“别人不喜欢就不喜欢吧。”这句话的时候，我想和我的小朋友说，你永远是我最爱的小朋友，我们不会在意别人的眼光，大步向前吧,浙江,Mon Nov 14 22:50:45 +0800 2022,1,happiness
宝贝,广西,Mon Nov 14 22:50:37 +0800 2022,1,like
哥，就想问一句你冷不冷，穿厚一点呀，这是冬天呀，不希望你生病,新疆,Mon Nov 14 22:49:00 +0800 2022,1,sadness
丁宝,天津,Mon Nov 14 22:48:35 +0800 2022,1,like
老公,贵州,Mon Nov 14 22:45:57 +0800 2022,1,anger
你的帅是客观存在的🤩,湖南,Mon Nov 14 22:43:30 +0800 2022,1,like
帅帅哒,河北,Mon Nov 14 22:41:56 +0800 2022,1,like
丁程鑫你帅到我了,四川,Mon Nov 14 22:41:45 +0800 2022,1,like
哎哟妹崽怎么还穿破洞裤呀，好漂亮哟崽崽,重庆,Mon Nov 14 22:40:29 +0800 2022,1,happiness
鑫鑫,甘肃,Mon Nov 14 22:39:50 +0800 2022,1,disgust
啊啊啊啊啊啊宝贝,福建,Mon Nov 14 22:39:43 +0800 2022,1,like
老公,江西,Mon Nov 14 22:38:13 +0800 2022,1,anger
主要还是我们丁宝帅气,湖南,Mon Nov 14 22:38:08 +0800 2022,1,like
还穿破洞裤?天气不冷吗（但还是好帅!!!!,福建,Mon Nov 14 22:38:06 +0800 2022,1,sadness
帅气宝宝,江苏,Mon Nov 14 22:37:26 +0800 2022,1,like
宝贝晚上好啊！,山东,Mon Nov 14 22:33:23 +0800 2022,1,happiness
氛围感是与生俱来的！！！,江苏,Mon Nov 14 22:32:08 +0800 2022,1,happiness
哇哇哇哇哇哇哇哇哇哇哇,天津,Mon Nov 14 22:29:54 +0800 2022,1,happiness
你长得就有氛围感 沙发只是辅助作用,山东,Mon Nov 14 22:29:21 +0800 2022,1,disgust
晚上好,北京,Mon Nov 14 22:28:05 +0800 2022,2,happiness
晚安丁哥,内蒙古,Mon Nov 14 22:28:00 +0800 2022,2,happiness
晚上好  丁哥,河北,Mon Nov 14 22:27:50 +0800 2022,2,happiness
‎眼里是你，心里也是你，后来我的眼里就有了星星⭐⭐⭐⭐,广西,Mon Nov 14 22:27:47 +0800 2022,2,like
